Original_Dialect,MSA_conversion
يلا استوى العنب ورح يصير زبيب ناطرينك,حسنًا، لقد نضج العنب، وسيصبح زبيبًا، نحن في الانتظار.
اسا منحكي وبعد شوي مننام,الآن نتحدث، وبعد قليل سننام.
وما نيل المطالب بالتمني ولكن تؤخذ الدنيا غلابا,ولكن لا تتحقق المطالب بالتمني، ولكن الدنيا تؤخذ غلابًا.
حلوه الفكره بس اكل كتيير مسبات الزلمي,الفكرة جميلة، ولكن الرجل تعرض للكثير من الشتائم.
الله يرحم سمير قصير,رحم الله سمير قصير.
بيزنيس وسياسه وابتزاز هذا حال السياسيين في بينما المواطن يذل على,هذا هو حال السياسيين، أعمال تجارية وسياسة وابتزاز، بينما يتعرض المواطن للإذلال.
عاد حكي لبنان يبوي اكشن,حسنًا، لقد بدأ الحديث عن لبنان، يا له من أمر مثير!
بتحريك بعض المياومين من اجل مصلحته وحملته الإنتخابيه,من خلال تحريك بعض العمال اليوميين من أجل مصلحته وحملته الانتخابية.
بعهد الرئيس عون الا بصيف مزدهر و مهرجانات و استقطاب السواح,في عهد الرئيس عون، لن يكون هناك سوى صيف مزدهر ومهرجانات وجذب للسياح.
خيلو جمالك وهضامتك وطيابك لين,دع جمالك وروعتك ولطفك يستمران.
ب بتبورد بلا ما في زباله في و بلا و الطرقات مزق ته نعم لتطبيق هذا النموزح على كل,نعم، قم بالتجول بالدراجة، ولكن لا يوجد مكان لإلقاء القمامة، والطرق ممزقة. نعم لتطبيق هذا النموذج على الجميع.
نجوى ارزه من لبنان ولا اروع حلقه للتاريخ,نجوى أرزة من لبنان، ولا أروع من هذه الح!
ريتو ما اجى هالضيف نزعها للدلعونه التانيه,ياليت هذا الضيف لم يأت، لقد أفسد الأمر على الأميرة الأخرى.
انو هجوم ايلول الارهابي الاميركي رح ينعاد,يبدو أن هجوم سبتمبر الإرهابي الأمريكي سوف يتكرر.
الشيخ سعد ركب عالبايك,الشيخ سعد يركب الدراجة.
انو اجباري بالجنه يكون سياخ شاورما او ما حدن بضاين فوق,من الضروري أن يكون في الجنة أسياخ شاورما، أو لن يكون أحد مرتاحًا هناك.
بين التمديد لفساد مافيا المال والإحتكار وبين طبقه سياسيه فاسده كافره,بين تمديد حكم مافيا المال والاحتكار، وبين طبقة سياسية فاسدة وكافرة.
شو بعدك معوق لتجي,ما زلت معاقًا، أليس كذلك؟ تعال إلى هنا.
تحرير سوريا من قطعان الخليج,تحرير سوريا من قطعان الخليج.
علقت بالشغل اليوم من ورا كم ابن شرموطه,تعطلت عن العمل اليوم بسبب بعض أبناء العاهرات.
فينا نكون بلا احساس وفي يكون عنا احساس بس ما منعرف شو حاسين وفينا نتجاهل اننا منحس وأهم شي تكون بتحس انك بلا ا,يمكننا أن نكون بلا إحساس، ويمكن أن يكون لدينا إحساس ولكن لا نعرف ما نشعر به، ويمكننا أن نتجاهل أننا نشعر، والأهم من ذلك أن تشعر أنك بلا إحساس.
ياهلا فيك عادل اسألك اد ما بدك بحقلك,أهلاً وسهلاً بك، عادل، اسأل كما تشاء، من حقك.
انتبه الحجل قصه كبيره قواصو بد و مجلس اعلى ومجلس دفاع ومجلس وزرا وعلى شوي بدو اتصال مع البنتاغون,انتبه، قصة الحجل كبيرة، بدءًا من القناص وانتهاءً بالمجلس الأعلى ومجلس الدفاع ومجلس الوزراء، وسيتم التواصل مع البنتاغون قريبًا.
و اوقات بتحسش حسب ال يعني,وفي بعض الأحيان، لا تشعر بشيء على الإطلاق.
الجمعه الماضيه بتفتح المايكرو وايف بيطلعلك الشيخ سعد,في الجمعة الماضية، عندما فتحت الميكروويف، ظهر لك الشيخ سعد.
لو فالي دو خالد,لو كان الأمر بيدي، لكان خالد.
منيح مش اورال كوكسينيل,من الجيد أنه ليس أورال كوكسينييل.
الحمل حلو مافيش كلام,الحمل رائع، لا شك في ذلك.
حلب الشمالي هذا وضع اهلنا بالمخيمات بسبب العاصفه التي ضربت المنطقه اليوم,حلب الشمالية، هذا هو وضع أهلنا في المخيمات بسبب العاصفة التي ضربت المنطقة اليوم.
هل الاظان سخان المي ساخن,هل سخان الماء ساخن؟
هه هاي نهفه جديده,هههه، هذه نكتة جديدة.
اليوم علق على شجره اه يا هبيله,اليوم، علقت على شجرة، يا لك من حمقاء!
ما بدي احكي بقفاه بس نشرك مبارح,لا أريد أن أتحدث عن ظهره، ولكننا تشاجرنا بالأمس.
انو يشوه سمعتنا من هلأ و رايح,من الآن فصاعدًا، سوف يشوه سمعتنا.
انك ضاهر من البيت عشغلك ومنك راجع,يبدو أنك تخرج من المنزل للعمل ولن تعود.
شي واحد من الي بيبعتو جمعه مباركه بصلي,"هناك شخص واحد من الذين يرسلون ""جمعة مباركة"" يصلي فعلًا."
اذا عرفت كيف تنتخب ما حتنجبر تنتحب الشعب اذا ما قرر يتغير البلد حيضل هيك,إذا عرفت كيف تصوت، فلن تجبر على البكاء. إذا لم يقرر الشعب أن يتغير، فسيظل البلد على هذا الحال.
بأحلامكم بالتغيير يا شباب لبنان والخواريف كل بوم بتزيد والزعران فرشوا الطرقات والزعما بتهدد باستع,في أحلامكم بالتغيير، أيها الشباب في لبنان، الخراف تزداد كل يوم، والبلطجية يفرشون الطرقات، والزعماء يهددون بالاستقالة.
مين هوي المحتل مع,من هو المحتل مع؟
عبالي اطلب نسكافيه من,أريد أن أطلب نسكافيه من...
صباح الخير يا اصدقائي,صباح الخير يا أصدقائي.
انيقه مثقفه ذكيه وحضورها مميز جدا,أنها أنيقة وذكية ومثقفة، وحضورها مميز جدًا.
شي مره اخبار وما ينسم بدني,في بعض الأحيان، أسمع الأخبار وأشعر بالغثيان.
مبروك بدأنا نشاط التغريدات صباحكم جميل,مبروك، لقد بدأنا نشاط التغريد، صباحكم جميل.
يا مشحره يا بهيجه طفيتي هلغاز,يا مشعلة، يا بهيجة، لقد أطفأت الغاز!
دا انكليزي يا مرسي,هذا إنجليزي، يا مرسي.
دا فيلم اميركي طويل,هذا فيلم أمريكي طويل.
لان رح ننسا لهجتنا من كتر ما في عنا لهجات,لأننا سننسى لهجتنا بسبب كثرة اللهجات التي لدينا.
نزلت البحر امعنت النظر لقيت الموج بوجا خبر ومشي على شط البحر معي لقيت يمشي قمر,نزلت إلى البحر، وتأملت، ووجدت الموج في وجهي، ثم مشيت على شاطئ البحر ووجدت القمر يسير معي.
اس عبر لقد اكلت الضرب وهذه الطريقه توصل الفكره بوضوح,أوه، لقد تعرضت للضرب، وهذه الطريقة توصل الفكرة بوضوح.
باسم ياخور يقبرني ربك,باسم ياخور، ليرحمه الله.
من عاداتنا القرويه الجميله اوعى ترد الطنجره فاضيه الله يرحمك يا انيس فريحه اللي كتب القريه اللبنانيه حضا,من عاداتنا القروية الجميلة، لا ترد الطنجرة فارغة، رحم الله أنيس فريحة الذي كتب عن القرية اللبنانية.
